licence,nom,prenom,ville,club_nom,club_ville,points_elo,rang_national,rang_ligue,rang_comite,classement_officiel,niveau_categorie,nombre_matchs,victoires,defaites
45768,OJIO,Haruna,,CD INDIANA GAMES,,2687.6,,6,,Top Nacional,avance,20,20,0
36654,GARDOS,Robert,,REAL CLUB PRIEGO TM,,2672.0,,3,,Top Nacional,avance,9,8,1
27846,ERDELYI,Annamaria,,BURGOS FÉMINAS TM,,2671.2,,2,,Top Nacional,avance,65,50,15
45729,ZHU,Peiyu,,TT GANXETS,,2668.6,,2,,Top Nacional,avance,18,14,4
46988,UGI,Ayano,,SON CLADERA TTC,,2666.3,,2,,Top Nacional,avance,13,9,4
36961,HAPONOVA,Hanna,,CDTM HUJASE JAEN,,2665.2,,7,,Top Nacional,avance,37,29,8
3713,ROBLES,Alvaro,,INDEPENDIENTE-RFETM,,2659.2,,1,,Top Nacional,avance,12,10,2
44250,LEWANDOWSKI,Tomasz Marcin,,CTT SANT JORDI,,2658.2,,1,,Top Nacional,avance,20,19,1
27294,BILENKO,Tetyana,,SON CLADERA TTC,,2657.8,,3,,Top Nacional,avance,22,18,4
22235,SODERLUND,Hampus Ke Hannes,,REAL CLUB PRIEGO TM,,2654.0,,4,,Top Nacional,avance,34,28,6
17879,PEREZ,Juan,,INDEPENDIENTE-RFETM,,2651.6,1,2,,Top Nacional,avance,30,26,4
37210,HODAEI,Seyed Amir,,ALICANTE TM,,2647.1,,6,,Top Nacional,avance,6,4,2
40924,KAWAKITA,Honoka,,VIC T.T.,,2646.5,,3,,Top Nacional,avance,31,22,9
21157,CAMPOS VALDES,Jorge Moises,,ARTEAL TM,,2646.3,,2,,Top Nacional,avance,4,3,1
39327,CHEN,Diogo Jiahong,,REAL CLUB PRIEGO TM,,2641.8,,5,,Top Nacional,avance,35,29,6
47129,SAKANE,Shodai,,BURGOS TM,,2639.9,,1,,Top Nacional,avance,19,12,7
44187,SIM,Hyunju,,CD INDIANA GAMES,,2637.6,,8,,Top Nacional,avance,9,8,1
39630,KULAKÇEKEN,Simay,,SAN SEBASTIAN REYES,,2635.6,,1,,Top Nacional,avance,20,20,0
45744,GE,Chi,,CDTM HUJASE JAEN,,2632.0,,9,,Top Nacional,avance,17,13,4
44291,DIAW,Ibrahima,,LEKA ENEA IRUN,,2624.8,,3,,Top Nacional,avance,32,24,8
27561,PROVOST,Damien Roland,,OLOT,,2619.1,,6,,Top Nacional,avance,59,38,21
22026,ISTRATE,Roxana Ana Maria,,CD INDIANA GAMES,,2606.2,,10,,Top Nacional,avance,67,45,22
17948,LILLO,Alberto,,ALICANTE TM,,2603.4,2,7,,Top Nacional,avance,92,68,24
46602,TODOROVIC,Andrea,,TT GANXETS,,2603.3,,4,,Top Nacional,avance,11,8,3
46503,YUNXI,Xie,,ATL SAN SEBASTIAN,,2602.2,,4,,Top Nacional,avance,7,6,1
46481,GIOVANNETTI,Tommaso Maria,,LEKA ENEA IRUN,,2598.2,,5,,Top Nacional,avance,11,7,4
44149,BOBOCICA,Mihai Razvan,,LEKA ENEA IRUN,,2590.9,,6,,Top Nacional,avance,18,12,6
44378,ROSSI,Carlo,,ALICANTE TM,,2584.6,,8,,Top Nacional,avance,11,6,5
38470,AUEAWIRIYAYOTHIN,Wanwisa,,CD INDIANA GAMES,,2580.2,,11,,Top Nacional,avance,0,0,0
8480,FEHER,Gabriela,,VIC T.T.,,2580.0,,5,,Top Nacional,avance,54,32,22
46472,MAWATARI,Motoki,,L´HOSPITALET,,2579.3,,7,,Top Nacional,avance,4,2,2
27181,ZHMUDENKO,Yaroslav,,OLOT,,2577.7,,8,,Top Nacional,avance,21,13,8
18012,PANTOJA,Miguel Angel,,OLOT,,2573.5,3,9,,Top Nacional,avance,60,40,20
42073,NAGYVÁRADI,Mercédes,,CTT RIPOLLET,,2573.3,,6,,Top Nacional,avance,4,4,0
44017,FLORE,Tristan,,C.T.T. ALZIRA,,2571.5,,9,,Top Nacional,avance,12,10,2
46929,HO,Tin Tin,,UCAM TM CARTAGENA,,2568.5,,4,,Top Nacional,avance,15,12,3
18618,MENDES,José Énio,,ARTEAL TM,,2567.0,4,3,,Top Nacional,avance,67,45,22
48359,ZHANG,Jianhao,,ATL SAN SEBASTIAN,,2565.9,,7,,Top Nacional,avance,8,5,3
46927,ORTEGA,Daniela Cholita,,UCAM TM CARTAGENA,,2564.4,,5,,Top Nacional,avance,13,12,1
